,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
metten,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middengroep,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middenin,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middensegment,"0,0","0,5058","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0534"
migrant,"0,0","0,0843","0,2257","0,0658","0,4054","0,0","0,1323","0,2993","0,0983","0,0","0,3549","0,4535","0,3735"
migratie,"0,0","0,0843","0,5079","0,1973","0,2702","0,0","0,3969","0,3592","0,0","0,0","0,2366","0,0","0,3202"
migratiedruk,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mijnbouw,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
militair,"0,0","0,2529","0,7901","0,3288","0,2702","1,0344","0,5292","0,2993","0,39299999999999996","0,0","0,4731","0,6047","1,1205"
miljard,"0,0","0,1686","0,903","0,3945","0,8107","1,2930000000000001","0,1323","0,5388","0,9825","0,0","0,3549","0,7559","0,1067"
miljoen,"0,0","0,4215","0,5079","0,5918","0,2702","0,5172","0,0","0,5986","0,1965","0,0","0,1183","0,3023","0,1067"
min,"0,0","0,1686","0,1693","0,0658","0,2702","0,0","0,0","0,1796","0,2948","0,0","0,1183","0,0","0,4269"
minderjarig,"0,0","0,0843","0,0","0,0658","0,0","0,0","0,0","0,1197","0,1965","0,0","0,0591","0,0","0,1067"
minimumbedrag,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
minstens,"0,0","0,0843","0,1129","0,1315","0,2702","0,2586","0,0","0,0599","0,1965","0,0","0,0591","0,3023","0,1067"
minuut,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
misbruik,"0,0","0,3372","0,1693","0,1315","0,0","0,2586","0,1323","0,1796","0,0","0,0","0,1774","0,4535","0,3202"
misdaad,"0,0","0,2529","0,0564","0,0658","0,0","0,2586","0,0","0,0","0,0","0,0","0,1774","0,3023","0,2668"
misdraagt,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
misgaat,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
mishandeling,"0,0","0,1686","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0534"
miskent,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
missie,"0,0","0,2529","0,2257","0,1644","0,1351","0,2586","0,2646","0,2993","0,0983","0,0","0,2366","0,4535","0,2134"
misstand,"0,0","0,0843","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0983","0,0","0,2957","0,4535","0,0"
mobiel,"0,0","0,3372","0,0564","0,0658","0,0","0,2586","0,1323","0,0599","0,0","0,0","0,2366","0,1512","0,1601"
mobiliteit,"0,0","0,4215","0,2822","0,4932","0,0","0,0","0,3969","0,2394","0,0983","0,0","0,2366","0,1512","0,4269"
model,"0,0","0,0843","0,1693","0,0658","0,2702","2,3274","0,0","0,0599","0,2948","0,0","0,0591","0,1512","0,0534"
moeder,"0,0","0,2529","0,2822","0,0986","0,0","0,0","0,1323","0,0599","0,0983","0,0","0,1183","0,1512","0,1601"
moeite,"0,0","0,0843","0,1129","0,263","0,2702","0,0","0,0","0,1197","0,1965","0,0","0,1183","0,1512","0,0"
moeizaam,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
momenteel,"0,0","0,0843","0,0","0,3288","0,0","0,0","0,0","0,0599","0,0983","0,0","0,0","0,0","0,1601"
monument,"0,0","0,2529","0,1129","0,0329","0,0","0,0","0,0","0,0599","0,0","0,0","0,2366","0,0","0,1067"
moraal,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1774","0,0","0,0"
moreel,"0,0","0,2529","0,3386","0,0329","0,1351","0,0","0,1323","0,0599","0,0983","0,0","0,1183","0,0","0,0"
morgen,"0,0","0,0843","0,0","0,1315","0,2702","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,2668"
moskeeën,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,4746","0,1774","0,0","0,0"
moslims,"0,0","0,0843","0,0564","0,0","0,1351","0,0","0,0","0,0599","0,0","8,4746","0,1183","0,0","0,0"
motor,"0,0","0,1686","0,0564","0,1973","1,3512","0,0","0,1323","0,1197","0,0","0,0","0,1774","0,0","0,0534"
motorclubs,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
multinationals,"0,0","0,1686","0,0564","0,0329","0,5405","0,5172","0,7939","0,0599","0,4913","0,0","0,0591","1,5117","0,0534"
munitie,"0,0","0,0843","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,1512","0,0"
munt,"0,0","0,0843","0,1693","0,0986","0,0","0,0","0,1323","0,0","0,0","0,0","0,1183","0,0","0,1067"
muziek,"0,0","0,1686","0,0","0,0329","0,0","0,2586","0,1323","0,1796","0,1965","0,0","0,0591","0,3023","0,0"
muziekle,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
naal,"0,0","0,0843","0,0","0,0","0,0","0,0","0,1323","0,2394","0,1965","0,0","0,0","0,3023","0,0"
naast,"0,0","1,1802","1,0723","1,2165","0,8107","0,2586","0,2646","0,5986","0,1965","0,0","0,7097","0,4535","1,1739"
nabij,"0,0","0,0843","0,0564","0,0986","0,0","0,0","0,0","0,0599","0,0","0,0","0,1183","0,0","0,0"
nacht,"0,0","0,0843","0,0","0,0329","0,1351","0,0","0,0","0,0599","0,0","0,0","0,1774","0,0","0,1601"
nachtzorg,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nadel,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
naderend,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nalaten,"0,0","0,1686","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
naleving,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,2646","0,2394","0,1965","0,0","0,1774","0,1512","0,0"
namaken,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
narissen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natie,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0"
natura,"0,0","0,0843","0,5079","0,0329","0,0","0,0","0,0","0,0599","0,0","0,0","0,1183","0,1512","0,2134"
naturalisatie,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,1067"
natuurbeheer,"0,0","0,1686","0,1129","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,2366","0,0","0,2134"
natuurbeleid,"0,0","0,0843","0,3951","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
natuurgebied,"0,0","0,0843","0,0","0,0","0,0","0,0","0,1323","0,0","0,1965","0,0","0,0591","0,0","0,0534"
natuurlijk,"0,0","0,1686","0,1129","0,1973","0,4054","0,7758","0,3969","0,0599","1,965","0,0","0,7097","0,3023","0,747"
nauwer,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
navolging,"0,0","0,1686","0,1129","0,1315","0,1351","0,0","0,0","0,2394","0,0","0,0","0,0","0,0","0,0"
nederlanderschap,"0,0","0,1686","0,0","0,263","0,2702","0,0","0,0","0,0599","0,0","0,0","0,2366","0,0","0,3202"
nederlandsche,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
nedersaksisch,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neel,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neer,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,2394","0,0","0,0","0,0","0,0","0,0"
neerleggen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
neerzetten,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
negentig,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nemers,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
nen,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,5388","0,6878","0,0","0,0","0,0","0,0"
netbeheerder,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
netjes,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,1512","0,1067"
netwerk,"0,0","0,2529","0,5079","0,3617","0,0","0,0","0,3969","0,2993","0,2948","0,0","0,1183","0,1512","0,2134"
netwerken,"0,0","0,0843","0,3386","0,3288","0,0","0,2586","0,0","0,1197","0,0","0,0","0,0","0,1512","0,4269"
nice,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
nieuwe,"0,0","0,2529","0,1129","0,1644","0,1351","0,0","0,3969","0,0","0,6878","0,0","0,3549","0,3023","0,2134"
nissen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noemen,"0,0","0,2529","0,0564","0,0658","0,0","0,2586","0,0","0,1796","0,0","0,0","0,2366","0,0","0,0534"
nood,"0,0","0,1686","0,1693","0,0658","0,0","0,0","0,0","0,0599","0,0","0,0","0,1183","0,3023","0,0534"
noodzaak,"0,0","0,1686","0,0","0,2301","0,2702","0,0","0,0","0,3592","0,2948","0,0","0,2957","0,1512","0,1067"
noodzaken,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
noord,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noorderslagfestival,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
norm,"0,0","0,6744","0,903","0,3288","0,1351","0,0","0,9262","0,8979","1,2773","0,0","0,8872","0,907","0,8537"
normaliteit,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
normbesef,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ns,"0,0","0,0843","0,1129","0,0329","0,0","0,0","0,0","0,1796","0,0","0,0","0,1183","0,3023","0,3202"
nut,"0,0","0,0843","0,1129","0,0658","0,0","0,0","0,0","0,0599","0,0983","0,0","0,0","0,1512","0,0534"
nvwa,"0,0","0,1686","0,1129","0,0","0,0","0,0","0,0","0,0599","0,1965","0,0","0,1183","0,0","0,3202"
object,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
observatie,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
obstakel,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
oefenen,"0,0","0,0843","0,0","0,0986","0,0","0,0","0,0","0,1197","0,0","0,0","0,0","0,0","0,0"
oftewel,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ofwel,"0,0","0,2529","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
olie,"0,0","0,0843","0,1129","0,0658","0,8107","0,0","0,1323","0,1197","0,4913","0,0","0,0591","0,0","0,1067"
omarmen,"0,0","0,0843","0,1129","0,2959","0,1351","0,2586","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
omgang,"0,0","0,0843","0,2257","0,0658","0,0","0,2586","0,0","0,0599","0,0","0,0","0,0591","0,1512","0,0"
omgekeerd,"0,0","0,0843","0,0","0,0658","0,0","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0534"
omgeving,"0,0","0,7587","0,6772","0,3945","0,8107","0,5172","0,2646","0,3592","0,2948","0,0","0,2957","0,3023","1,0138"
omgevingsplan,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omkijkt,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omslag,"0,0","0,0843","0,1129","0,0658","0,1351","0,0","0,0","0,0599","0,0983","0,0","0,0","0,0","0,0"
omspringen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
omstandigheid,"0,0","0,1686","0,2257","0,0986","0,5405","0,5172","0,0","0,2993","0,0","0,0","0,2957","0,1512","0,1601"
omvang,"0,0","0,1686","0,2257","0,1644","0,0","0,0","0,2646","0,3592","0,0983","0,0","0,2366","0,1512","0,1067"
omvangrijk,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omvatten,"0,0","0,0843","0,0","0,0658","0,0","0,0","0,2646","0,0","0,0","0,0","0,0","0,0","0,0"
omwonenden,"0,0","0,1686","0,1129","0,1315","0,0","0,0","0,0","0,0599","0,7859999999999999","0,0","0,0591","0,1512","0,2134"
omzet,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,1512","0,0"
omzien,"0,0","0,0843","0,1129","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
onaantastbaar,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onacceptabel,"0,0","0,5058","0,1129","0,1973","0,4054","0,0","0,0","0,0599","0,1965","0,0","0,0","0,1512","0,0534"
onachtzaamheid,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onarissen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onbalans,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
onbedoelde,"0,0","0,0843","0,0","0,0","0,0","0,2586","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0"
onbegrensd,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
onbekend,"0,0","0,0843","0,0","0,1644","0,2702","0,2586","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
onbepaald,"0,0","0,0843","0,0","0,0986","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
onbevoegde,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
ondenkbaar,"0,0","0,0843","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderdeel,"0,0","0,3372","0,9594","0,7891","0,5405","0,2586","0,3969","0,4789","0,6878","0,0","0,2366","0,0","0,3735"
onderdrukking,"0,0","0,0843","0,3386","0,0","0,1351","0,0","0,0","0,1197","0,1965","0,0","0,0","0,0","0,0"
onderhouden,"0,0","0,1686","0,0564","0,0","0,2702","0,0","0,0","0,0","0,0983","0,0","0,0591","0,1512","0,2134"
onderhoudskosten,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderkant,"0,0","0,0843","0,1129","0,0658","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderkomen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
onderling,"0,0","0,5058","0,0","0,3617","0,5405","0,2586","0,0","0,7782","0,1965","0,0","0,1183","0,0","0,2134"
ondermijnd,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ondermijnen,"0,0","0,0843","0,0","0,0","0,0","0,2586","0,1323","0,0599","0,1965","0,0","0,0591","0,3023","0,1067"
ondernemerschap,"0,0","0,1686","0,6772","0,4932","0,1351","0,0","0,0","0,0599","0,0","0,0","0,1183","0,0","0,2668"
onderneming,"0,0","0,3372","0,6208","0,0658","0,1351","0,2586","0,0","0,2394","0,0","0,0","0,1183","0,1512","0,3202"
ondernemingsvorm,"0,0","0,0843","0,0","0,0","0,0","0,0","0,1323","0,0599","0,0","0,0","0,0","0,0","0,0"
onderop,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,1197","0,0","0,0","0,0591","0,0","0,0"
onderscheid,"0,0","0,0843","0,1129","0,1973","0,1351","0,0","0,2646","0,0599","0,0","0,0","0,2366","0,1512","0,1601"
onderscheppen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
ondersteunt,"0,0","0,0843","0,1129","0,1315","0,2702","0,0","0,2646","0,1796","0,2948","0,0","0,1183","0,0","0,1067"
ondervinden,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,2948","0,0","0,0591","0,0","0,1601"
onderwereld,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderwerp,"0,0","0,2529","0,0","0,263","0,0","0,0","0,0","0,1197","0,1965","0,0","0,1774","0,4535","0,2668"
onderwerpen,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
onderwijsgevende,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
onderwijsinstelling,"0,0","0,1686","0,1129","0,0658","0,2702","0,2586","0,5292","0,2394","0,0983","0,0","0,0591","0,0","0,4802"
onderwijsniveau,"0,0","0,2529","0,0","0,0","0,0","0,0","0,1323","0,0599","0,0","0,0","0,0","0,0","0,0"
onderwijsorganisatien,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderwijsstelsel,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,1323","0,0","0,0","0,0","0,1183","0,0","0,0"
onderwijsvrijheid,"0,0","0,0843","0,1693","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderzoekscapaciteit,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ondoelmatig,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ondoordacht,"0,0","0,2529","0,0","0,0","0,0","0,2586","0,0","0,0","0,0","0,0","0,0","0,1512","0,0534"
onduidelijk,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1774","0,0","0,1067"
onevenredig,"0,0","0,0843","0,0","0,0658","0,0","0,2586","0,0","0,0599","0,0983","0,0","0,2366","0,1512","0,0"
onfatsoen,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ongeacht,"0,0","0,4215","0,1129","0,2959","0,1351","0,5172","0,5292","0,1796","0,2948","0,0","0,0591","0,0","0,0534"
ongedaan,"0,0","0,0843","0,0564","0,0329","0,0","0,0","0,1323","0,0","0,0983","0,0","0,0591","0,1512","0,0"
ongelijk,"0,0","0,0843","0,0564","0,0","0,1351","0,0","0,0","0,1197","0,0","0,0","0,0","0,0","0,0"
ongelijke,"0,0","0,1686","0,0","0,0658","0,5405","0,0","0,0","0,1197","0,0","0,0","0,0591","0,0","0,0"
ongelijkheid,"0,0","0,1686","0,2257","0,1644","0,4054","0,0","0,9262","1,1972","0,0","0,0","0,0591","0,1512","0,0"
ongewenst,"0,0","0,1686","0,1693","0,3945","0,0","0,2586","0,0","0,1197","0,0","0,0","0,9463","0,1512","0,0534"
onhandig,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
online,"0,0","0,1686","0,0564","0,5918","0,5405","1,5516","0,0","0,1796","0,0","0,0","0,1183","0,3023","0,5869"
onmisbaar,"0,0","0,1686","0,1129","0,1644","0,0","0,2586","0,2646","0,419","0,0983","0,0","0,0591","0,4535","0,1601"
onmogelijk,"0,0","0,2529","0,1129","0,0658","0,5405","0,2586","0,2646","0,0","0,0983","0,0","0,1183","0,0","0,0534"
onontbeerlijk,"0,0","0,0843","0,0","0,1315","0,0","0,0","0,0","0,1197","0,0","0,0","0,2366","0,0","0,0"
onoverzichtelijk,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1067"
onrecht,"0,0","0,0843","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
onrendabel,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,1512","0,0"
onschuldig,"0,0","0,0843","0,1129","0,1315","0,0","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0534"
ontbinden,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontbindingsvoorwaard,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontdekken,"0,0","0,0843","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0534"
ontdoen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ontduiken,"0,0","0,2529","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontduiking,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,1512","0,0"
onteigening,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onterecht,"0,0","0,1686","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
ontheemdenstatus,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontkennen,"0,0","0,0843","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
ontloop,"0,0","0,1686","0,0564","0,0329","0,0","0,0","0,0","0,0599","0,0","0,0","0,1774","0,0","0,0"
ontloopt,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontmoedigen,"0,0","0,0843","0,0564","0,0","0,4054","0,0","0,1323","0,0599","0,0983","0,0","0,1774","0,0","0,0"
ontmoeten,"0,0","0,1686","0,0","0,1315","0,1351","0,0","0,1323","0,2394","0,0","0,0","0,0591","0,0","0,0"
ontmoeting,"0,0","0,0843","0,0564","0,0329","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ontneemt,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,1965","0,0","0,0","0,0","0,0"
ontoegankelijk,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontplooien,"0,0","0,0843","0,1693","0,1644","0,2702","0,0","0,0","0,2993","0,0983","0,0","0,0","0,0","0,1601"
ontslag,"0,0","0,0843","0,0564","0,0329","0,0","0,2586","0,0","0,0599","0,0","0,0","0,2366","0,0","0,0534"
ontslagrecht,"0,0","0,1686","0,0","0,0986","0,0","1,0344","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontslagregel,"0,0","0,0843","0,0","0,0","0,0","0,2586","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontsleutelen,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontsluiten,"0,0","0,0843","0,0564","0,0329","0,0","0,2586","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontspanning,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,1197","0,0","0,0","0,0","0,0","0,0"
onttrekken,"0,0","0,0843","0,0","0,0658","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
ontvangende,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0"
ontvoering,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontwijken,"0,0","0,1686","0,1129","0,0658","0,0","0,5172","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontwikkelen,"0,0","0,5058","1,0723","1,5124","0,8107","0,2586","1,4554","0,8979","0,7859999999999999","0,0","0,4731","1,3605","0,8004"
ontwikkelingsbank,"0,0","0,1686","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontwikkelingsland,"0,0","0,0843","0,3386","0,0986","0,2702","0,0","0,7939","0,1796","1,965","0,0","0,414","0,0","0,0534"
onveilige,"0,0","0,0843","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1183","0,1512","0,0534"
onveiligheid,"0,0","0,2529","0,0564","0,0658","0,1351","0,0","0,1323","0,0599","0,0","8,4746","0,1774","0,0","0,1601"
onverantwoord,"0,0","0,0843","0,0","0,0","0,2702","0,0","0,0","0,0","0,1965","0,0","0,0","0,3023","0,0"
onverminderd,"0,0","0,0843","0,0564","0,1315","0,0","0,0","0,0","0,0599","0,0","0,0","0,1183","0,0","0,1067"
onverstandig,"0,0","0,0843","0,0","0,0658","0,0","0,0","0,0","0,0599","0,0","0,0","0,1183","0,0","0,0"
onverteerbaar,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onwenselijk,"0,0","0,0843","0,0564","0,0986","0,0","0,0","0,0","0,0","0,0","0,0","0,4731","0,0","0,0534"
onzekerheid,"0,0","0,4215","0,1693","0,0986","0,1351","0,0","0,0","0,4789","0,0983","0,0","0,1774","0,0","0,2668"
onzonden,"0,0","0,0843","0,0","0,0329","0,0","0,0","0,0","0,0599","0,0983","0,0","0,0","0,0","0,0"
oogst,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ooms,"0,0","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
oordeel,"0,0","0,0843","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0534"
