,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD,Totaal
algemeen,"1,0","6,0","12,0","5,0","2,0","4,0","5,0","4,0","0,0","0,0","18,0","0,0","5,0","58,0"
vavo,"2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
avond,"1,0","0,0","0,0","1,0","0,0","0,0","1,0","4,0","0,0","1,0","1,0","0,0","3,0","12,0"
werkloos,"1,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0","0,0","1,0","2,0","0,0","0,0","8,0"
kosteloos,"1,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","1,0","0,0","2,0","0,0","1,0","8,0"
uwv,"1,0","2,0","3,0","3,0","0,0","0,0","2,0","5,0","0,0","0,0","2,0","0,0","1,0","19,0"
bedrag,"1,0","2,0","5,0","5,0","0,0","0,0","3,0","1,0","6,0","0,0","2,0","0,0","5,0","30,0"
flink,"1,0","4,0","5,0","8,0","0,0","3,0","2,0","0,0","9,0","2,0","1,0","2,0","9,0","46,0"
ingezet,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
levenslang,"1,0","0,0","1,0","1,0","1,0","2,0","2,0","1,0","2,0","3,0","5,0","0,0","5,0","24,0"
leren,"1,0","22,0","26,0","24,0","6,0","5,0","7,0","22,0","9,0","1,0","11,0","3,0","8,0","142,0"
waarborgen,"1,0","0,0","5,0","2,0","1,0","1,0","2,0","1,0","2,0","0,0","10,0","0,0","0,0","24,0"
kritisch,"1,0","3,0","7,0","7,0","1,0","1,0","4,0","4,0","6,0","0,0","12,0","0,0","5,0","50,0"
lidmaatschap,"1,0","0,0","3,0","4,0","1,0","3,0","1,0","1,0","0,0","0,0","0,0","0,0","2,0","16,0"
unie,"2,0","8,0","23,0","34,0","7,0","9,0","18,0","2,0","2,0","3,0","3,0","5,0","30,0","145,0"
lidstaat,"3,0","13,0","19,0","34,0","5,0","4,0","1,0","9,0","11,0","0,0","41,0","6,0","11,0","157,0"
spelregel,"1,0","0,0","1,0","5,0","0,0","0,0","0,0","0,0","1,0","0,0","2,0","0,0","4,0","14,0"
ultiemen,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","4,0"
sanctie,"1,0","1,0","7,0","4,0","3,0","2,0","1,0","6,0","2,0","2,0","2,0","0,0","11,0","42,0"
uitsluiting,"1,0","2,0","1,0","4,0","3,0","1,0","2,0","8,0","1,0","0,0","0,0","0,0","1,0","24,0"
eu,"3,0","10,0","26,0","55,0","4,0","37,0","12,0","26,0","35,0","9,0","71,0","3,0","25,0","316,0"
voortdurend,"1,0","0,0","0,0","3,0","0,0","0,0","0,0","3,0","2,0","2,0","5,0","0,0","2,0","18,0"
overtreden,"1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","5,0"
regel,"1,0","16,0","22,0","33,0","0,0","12,0","11,0","14,0","18,0","8,0","59,0","5,0","21,0","219,0"
opdraait,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
slecht,"1,0","5,0","14,0","9,0","2,0","3,0","2,0","12,0","9,0","2,0","11,0","3,0","6,0","79,0"
euroland,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","1,0","1,0","6,0"
coördineert,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
standaardpraktijk,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
doorschuiven,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
rekening,"1,0","5,0","12,0","20,0","4,0","2,0","10,0","19,0","14,0","2,0","36,0","9,0","9,0","142,0"
uitgave,"4,0","6,0","8,0","16,0","2,0","2,0","2,0","2,0","0,0","0,0","5,0","0,0","4,0","50,0"
afdracht,"1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","6,0"
beëindigd,"1,0","0,0","2,0","0,0","0,0","3,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","8,0"
verspilling,"1,0","0,0","1,0","2,0","0,0","1,0","1,0","3,0","3,0","1,0","3,0","0,0","0,0","16,0"
voortvarend,"1,0","0,0","2,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","6,0"
aanpakken,"1,0","8,0","11,0","5,0","6,0","2,0","2,0","3,0","7,0","3,0","17,0","2,0","2,0","69,0"
verhuizing,"1,0","0,0","0,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","2,0","0,0","0,0","6,0"
brussel,"1,0","0,0","1,0","1,0","1,0","4,0","1,0","2,0","1,0","3,0","9,0","2,0","0,0","26,0"
straatsburg,"1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
vermindering,"1,0","1,0","1,0","1,0","0,0","1,0","0,0","1,0","4,0","0,0","4,0","0,0","4,0","18,0"
zetel,"1,0","2,0","1,0","1,0","0,0","0,0","1,0","2,0","2,0","0,0","1,0","0,0","0,0","10,0"
parlement,"1,0","6,0","7,0","19,0","1,0","6,0","2,0","3,0","3,0","1,0","19,0","3,0","4,0","77,0"
gepaste,"1,0","0,0","5,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","9,0"
versobering,"1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","4,0","0,0","0,0","6,0"
goudgerande,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
arbeidsvoorwaarde,"1,0","1,0","9,0","1,0","0,0","6,0","5,0","9,0","1,0","0,0","4,0","0,0","3,0","40,0"
gereduceerd,"1,0","1,0","0,0","1,0","0,0","0,0","0,0","2,0","1,0","0,0","0,0","0,0","0,0","6,0"
afgebouwd,"1,0","0,0","2,0","3,0","0,0","0,0","0,0","2,0","6,0","0,0","5,0","0,0","1,0","20,0"
navo,"1,0","2,0","1,0","7,0","1,0","0,0","0,0","4,0","1,0","3,0","5,0","1,0","16,0","42,0"
hoeksteen,"1,0","2,0","0,0","1,0","0,0","1,0","2,0","0,0","0,0","0,0","2,0","0,0","0,0","9,0"
veiligheidsbeleid,"1,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","8,0"
méér,"1,0","0,0","2,0","9,0","0,0","0,0","0,0","0,0","0,0","8,0","6,0","4,0","0,0","28,0"
taakspecialisatie,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0"
krijgsmacht,"1,0","8,0","10,0","17,0","0,0","2,0","2,0","3,0","1,0","1,0","8,0","1,0","9,0","61,0"
strategisch,"1,0","5,0","6,0","7,0","0,0","1,0","2,0","3,0","0,0","0,0","4,0","1,0","21,0","51,0"
doel,"1,0","18,0","24,0","27,0","4,0","7,0","5,0","12,0","10,0","0,0","21,0","0,0","18,0","144,0"
orde,"1,0","4,0","17,0","9,0","1,0","3,0","1,0","10,0","1,0","5,0","18,0","1,0","14,0","84,0"
veteraan,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
waardering,"1,0","12,0","12,0","7,0","2,0","2,0","6,0","13,0","1,0","1,0","13,0","0,0","3,0","73,0"
erkenning,"1,0","3,0","8,0","3,0","2,0","0,0","6,0","4,0","1,0","0,0","8,0","0,0","1,0","36,0"
veteranen,"1,0","5,0","1,0","1,0","0,0","1,0","0,0","2,0","0,0","0,0","0,0","0,0","3,0","14,0"
peil,"1,0","6,0","7,0","0,0","0,0","0,0","3,0","5,0","2,0","0,0","2,0","0,0","1,0","27,0"
handhaaft,"1,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","4,0"
niveau,"1,0","9,0","24,0","37,0","3,0","6,0","12,0","11,0","9,0","1,0","15,0","2,0","10,0","136,0"
misdadig,"1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
corrupte,"1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","1,0","5,0","0,0","1,0","0,0","11,0"
regime,"1,0","2,0","3,0","0,0","0,0","1,0","1,0","2,0","0,0","0,0","5,0","1,0","3,0","18,0"
mensenrechten,"1,0","1,0","21,0","16,0","3,0","0,0","17,0","14,0","8,0","1,0","1,0","4,0","4,0","90,0"
schenden,"1,0","1,0","2,0","0,0","1,0","0,0","0,0","1,0","4,0","0,0","1,0","1,0","2,0","14,0"
terrorisme,"1,0","3,0","2,0","5,0","1,0","2,0","1,0","2,0","1,0","2,0","6,0","0,0","2,0","28,0"
organisatie,"1,0","17,0","29,0","32,0","4,0","13,0","30,0","23,0","5,0","0,0","43,0","8,0","22,0","224,0"
geweldsconflict,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
noodhulp,"1,0","0,0","5,0","0,0","0,0","1,0","0,0","0,0","3,0","0,0","2,0","1,0","2,0","15,0"
vereisen,"1,0","2,0","4,0","3,0","1,0","2,0","1,0","3,0","3,0","0,0","7,0","0,0","2,0","28,0"
ontwikkelingsbeleid,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","2,0","0,0","3,0","0,0","1,0","11,0"
rechtvaardigen,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
sterke,"0,0","2,0","5,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","9,0"
eerlijke,"0,0","2,0","6,0","7,0","1,0","0,0","4,0","1,0","0,0","0,0","0,0","2,0","1,0","24,0"
betrouwbare,"0,0","2,0","1,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","6,0"
dienstbare,"0,0","33,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","35,0"
verantwoordelijk,"0,0","25,0","11,0","10,0","1,0","2,0","4,0","10,0","5,0","2,0","10,0","1,0","3,0","84,0"
huiskamer,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
oproepen,"0,0","2,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","4,0"
idee,"0,0","8,0","5,0","10,0","0,0","8,0","0,0","4,0","4,0","0,0","1,0","1,0","3,0","43,0"
programma,"0,0","7,0","5,0","15,0","4,0","1,0","7,0","11,0","5,0","0,0","8,0","2,0","2,0","66,0"
website,"0,0","1,0","0,0","2,0","0,0","0,0","1,0","3,0","1,0","0,0","0,0","1,0","0,0","9,0"
ruim,"0,0","8,0","15,0","14,0","2,0","9,0","1,0","7,0","10,0","3,0","11,0","2,0","4,0","85,0"
meegedacht,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ingestuurd,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
resultaat,"0,0","5,0","5,0","9,0","1,0","4,0","0,0","3,0","4,0","1,0","2,0","1,0","0,0","35,0"
herkennen,"0,0","2,0","1,0","1,0","0,0","0,0","0,0","5,0","4,0","0,0","0,0","0,0","1,0","14,0"
inzenden,"0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
icoon,"0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
blauw,"0,0","2,0","2,0","3,0","0,0","1,0","1,0","1,0","1,0","2,0","0,0","0,0","1,0","14,0"
huiskamerzetel,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
voorwoord,"0,0","2,0","0,0","2,0","1,0","1,0","0,0","2,0","0,0","2,0","0,0","0,0","0,0","10,0"
wopk,"0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0"
hoekstra,"0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0"
doorpak,"0,0","8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0"
beschermen,"0,0","35,0","34,0","34,0","1,0","6,0","11,0","21,0","29,0","6,0","27,0","6,0","43,0","250,0"
dierbaar,"0,0","4,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","2,0","9,0"
familie,"0,0","9,0","9,0","11,0","0,0","1,0","1,0","7,0","2,0","0,0","26,0","0,0","5,0","71,0"
gezin,"0,0","30,0","42,0","15,0","3,0","1,0","9,0","11,0","4,0","7,0","66,0","2,0","5,0","192,0"
start,"0,0","14,0","7,0","12,0","0,0","0,0","0,0","5,0","0,0","0,0","1,0","1,0","4,0","44,0"
betaalbaar,"0,0","15,0","10,0","15,0","10,0","2,0","3,0","20,0","8,0","7,0","11,0","8,0","12,0","121,0"
biedteen,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
vrijwilliger,"0,0","7,0","17,0","6,0","0,0","0,0","4,0","0,0","1,0","0,0","11,0","1,0","2,0","49,0"
vereniging,"0,0","9,0","7,0","4,0","0,0","1,0","0,0","1,0","1,0","0,0","2,0","1,0","5,0","31,0"
cofperatie,"0,0","4,0","8,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","13,0"
brood,"0,0","3,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","10,0"
plank,"0,0","2,0","0,0","0,0","0,0","0,0","1,0","2,0","0,0","0,0","2,0","2,0","0,0","9,0"
eerlijk,"0,0","62,0","32,0","46,0","17,0","0,0","52,0","57,0","21,0","0,0","22,0","22,0","19,0","348,0"
innovatief,"0,0","20,0","10,0","11,0","0,0","3,0","3,0","0,0","0,0","0,0","14,0","0,0","21,0","82,0"
verantwoorde,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
zekerheid,"0,0","15,0","10,0","17,0","5,0","2,0","12,0","33,0","3,0","1,0","12,0","4,0","20,0","134,0"
perspectief,"0,0","8,0","10,0","12,0","2,0","0,0","3,0","19,0","4,0","0,0","2,0","0,0","1,0","60,0"
nieuwe,"0,0","8,0","5,0","13,0","1,0","2,0","2,0","5,0","2,0","0,0","3,0","1,0","5,0","44,0"
reizen,"0,0","2,0","11,0","7,0","0,0","0,0","2,0","2,0","3,0","0,0","3,0","1,0","4,0","35,0"
stad,"0,0","23,0","17,0","23,0","2,0","1,0","10,0","24,0","27,0","2,0","9,0","1,0","8,0","147,0"
rentmeesterschap,"0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","6,0"
vertrouwen,"0,0","23,0","17,0","21,0","1,0","7,0","6,0","21,0","2,0","1,0","42,0","1,0","4,0","146,0"
rechtsstaat,"0,0","25,0","38,0","37,0","11,0","1,0","15,0","25,0","7,0","5,0","14,0","1,0","14,0","190,0"
bescherming,"0,0","20,0","26,0","22,0","1,0","11,0","9,0","27,0","17,0","2,0","29,0","4,0","26,0","190,0"
ondermijning,"0,0","7,0","8,0","1,0","0,0","0,0","1,0","4,0","0,0","0,0","3,0","1,0","2,0","27,0"
solide,"0,0","8,0","2,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","3,0","0,0","0,0","15,0"
bondgenoot,"0,0","4,0","4,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","9,0","0,0","12,0","32,0"
grip,"0,0","9,0","7,0","6,0","0,0","2,0","0,0","5,0","1,0","0,0","3,0","0,0","1,0","32,0"
migratie,"0,0","14,0","20,0","15,0","11,0","0,0","1,0","16,0","3,0","0,0","17,0","1,0","11,0","109,0"
integratie,"0,0","11,0","7,0","6,0","3,0","5,0","2,0","6,0","1,0","0,0","6,0","1,0","11,0","58,0"
burgerschap,"0,0","7,0","2,0","5,0","1,0","0,0","3,0","6,0","0,0","0,0","0,0","0,0","1,0","25,0"
kies,"0,0","1,0","2,0","2,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","6,0"
verbinding,"0,0","10,0","18,0","5,0","2,0","2,0","1,0","10,0","6,0","0,0","8,0","0,0","7,0","65,0"
colofon,"0,0","2,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
verklarende,"0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
woordenlijst,"0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0"
inleiding,"0,0","1,0","2,0","2,0","0,0","0,0","7,0","0,0","4,0","0,0","4,0","2,0","0,0","22,0"
ii,"0,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
iii,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
iv,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
betrouwbaar,"0,0","32,0","3,0","6,0","2,0","2,0","7,0","2,0","1,0","1,0","14,0","1,0","4,0","75,0"
waard,"0,0","19,0","25,0","26,0","6,0","17,0","6,0","12,0","12,0","3,0","12,0","2,0","20,0","158,0"
traditie,"0,0","13,0","7,0","3,0","0,0","6,0","1,0","4,0","2,0","10,0","3,0","0,0","0,0","49,0"
slotonze,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
stroop,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
mouw,"0,0","4,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","8,0"
verkiezing,"0,0","6,0","1,0","5,0","2,0","0,0","3,0","3,0","2,0","2,0","4,0","0,0","6,0","34,0"
maart,"0,0","1,0","0,0","0,0","3,0","2,0","3,0","0,0","2,0","1,0","1,0","3,0","0,0","16,0"
crisis,"0,0","25,0","5,0","20,0","13,0","1,0","14,0","18,0","7,0","3,0","7,0","8,0","10,0","130,0"
voluit,"0,0","4,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","9,0"
grondig,"0,0","1,0","1,0","4,0","0,0","0,0","0,0","0,0","2,0","0,0","7,0","0,0","0,0","15,0"
pakken,"0,0","16,0","9,0","24,0","3,0","1,0","18,0","21,0","11,0","2,0","15,0","10,0","14,0","143,0"
beloop,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
scheefgegroeid,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
keuzes,"0,0","10,0","27,0","26,0","1,0","3,0","2,0","58,0","15,0","1,0","16,0","3,0","13,0","174,0"
keuze,"0,0","12,0","9,0","27,0","0,0","3,0","7,0","7,0","12,0","0,0","14,0","0,0","8,0","99,0"
belofte,"0,0","4,0","2,0","4,0","1,0","0,0","2,0","3,0","3,0","1,0","4,0","1,0","1,0","26,0"
vooruitgang,"0,0","3,0","0,0","3,0","3,0","0,0","0,0","7,0","0,0","0,0","1,0","0,0","2,0","19,0"
inspant,"0,0","1,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
beloond,"0,0","1,0","7,0","1,0","2,0","0,0","1,0","3,0","0,0","0,0","1,0","1,0","1,0","18,0"
dubbeltje,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kwartje,"0,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0"
coronacrisis,"0,0","10,0","29,0","36,0","10,0","0,0","32,0","26,0","19,0","6,0","35,0","7,0","22,0","231,0"
onzekerheid,"0,0","5,0","5,0","3,0","1,0","0,0","3,0","12,0","2,0","0,0","2,0","0,0","0,0","33,0"
blootgelegd,"0,0","3,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0"
virus,"0,0","5,0","1,0","2,0","1,0","1,0","2,0","7,0","7,0","0,0","10,0","0,0","2,0","38,0"
rondging,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verandering,"0,0","12,0","20,0","13,0","2,0","0,0","9,0","11,0","21,0","0,0","9,0","1,0","10,0","108,0"
somberheid,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verdeeldheid,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","4,0"
saamhorigheid,"0,0","4,0","0,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","1,0","0,0","0,0","8,0"
rekend,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
vertrouwd,"0,0","2,0","5,0","2,0","2,0","0,0","1,0","1,0","1,0","1,0","4,0","0,0","3,0","22,0"
betaalbare,"0,0","8,0","14,0","12,0","11,0","0,0","9,0","28,0","8,0","1,0","7,0","3,0","12,0","113,0"
vanzelfsprekend,"0,0","5,0","4,0","11,0","1,0","0,0","3,0","5,0","1,0","1,0","13,0","0,0","4,0","48,0"
norm,"0,0","11,0","19,0","15,0","6,0","2,0","14,0","12,0","14,0","0,0","17,0","2,0","19,0","131,0"
bewaken,"0,0","1,0","11,0","3,0","0,0","1,0","0,0","1,0","2,0","2,0","3,0","0,0","4,0","27,0"
morgen,"0,0","3,0","1,0","3,0","0,0","0,0","1,0","4,0","0,0","1,0","0,0","1,0","0,0","14,0"
ambitieus,"0,0","6,0","5,0","5,0","0,0","0,0","5,0","5,0","1,0","0,0","0,0","0,0","0,0","27,0"
toekomstagenda,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
vanzelf,"0,0","2,0","2,0","1,0","1,0","0,0","1,0","2,0","0,0","0,0","5,0","0,0","0,0","14,0"
eerlijkere,"0,0","1,0","0,0","3,0","1,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","8,0"
koers,"0,0","3,0","1,0","1,0","0,0","0,0","0,0","4,0","2,0","1,0","2,0","0,0","1,0","15,0"
begin,"0,0","3,0","17,0","11,0","2,0","2,0","3,0","1,0","3,0","1,0","5,0","1,0","4,0","51,0"
opgave,"0,0","10,0","6,0","5,0","0,0","0,0","1,0","2,0","2,0","0,0","12,0","0,0","1,0","38,0"
voorrecht,"0,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","5,0"
mooi,"0,0","3,0","7,0","6,0","0,0","7,0","5,0","9,0","8,0","3,0","7,0","0,0","4,0","59,0"
vrijheid,"0,0","16,0","35,0","52,0","7,0","19,0","8,0","38,0","10,0","12,0","28,0","5,0","43,0","271,0"
dag,"0,0","22,0","19,0","30,0","6,0","2,0","6,0","13,0","12,0","6,0","19,0","4,0","5,0","143,0"
beleven,"0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","3,0"
welvarend,"0,0","5,0","3,0","2,0","0,0","0,0","1,0","4,0","0,0","1,0","2,0","1,0","4,0","23,0"
historie,"0,0","2,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","4,0"
ontdekker,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
vernieuwer,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0"
voorloper,"0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","3,0"
wetenschap,"0,0","4,0","5,0","30,0","0,0","3,0","1,0","2,0","6,0","0,0","9,0","0,0","1,0","60,0"
kunst,"0,0","4,0","8,0","23,0","0,0","4,0","13,0","33,0","11,0","1,0","1,0","3,0","2,0","103,0"
ondernemen,"0,0","3,0","16,0","10,0","0,0","0,0","2,0","3,0","1,0","0,0","8,0","0,0","17,0","60,0"
pionier,"0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
doener,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ups,"0,0","13,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","15,0"
multinationals,"0,0","2,0","7,0","2,0","2,0","2,0","2,0","8,0","12,0","0,0","1,0","5,0","0,0","41,0"
regio,"0,0","23,0","33,0","16,0","3,0","4,0","7,0","15,0","4,0","0,0","18,0","5,0","19,0","145,0"
wereldmarkt,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
vrijwilligersland,"0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
buurtvader,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
globalisering,"0,0","1,0","1,0","0,0","0,0","0,0","11,0","2,0","0,0","0,0","3,0","0,0","3,0","21,0"
individualisering,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kwijtraken,"0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","5,0"
gevoel,"0,0","13,0","1,0","1,0","2,0","4,0","0,0","5,0","2,0","0,0","5,0","0,0","2,0","35,0"
verliezen,"0,0","11,0","5,0","12,0","4,0","3,0","4,0","17,0","3,0","3,0","7,0","3,0","6,0","79,0"
kant,"0,0","3,0","14,0","6,0","0,0","1,0","1,0","7,0","6,0","2,0","3,0","1,0","4,0","48,0"
polarisatie,"0,0","8,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","11,0"
solidariteit,"0,0","8,0","11,0","6,0","3,0","1,0","18,0","13,0","5,0","0,0","3,0","5,0","1,0","74,0"
gemeenschap,"0,0","9,0","34,0","3,0","4,0","0,0","2,0","6,0","2,0","1,0","8,0","2,0","1,0","71,0"
vergroten,"0,0","30,0","16,0","29,0","4,0","7,0","7,0","16,0","5,0","0,0","11,0","2,0","11,0","137,0"
kwetsbaarheden,"0,0","1,0","1,0","1,0","0,0","0,0","1,0","2,0","1,0","0,0","3,0","0,0","0,0","10,0"
zozeer,"0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
tastbaar,"0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","3,0"
stil,"0,0","3,0","1,0","3,0","0,0","0,0","0,0","2,0","0,0","1,0","3,0","0,0","0,0","12,0"
