,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
mededingingsbeleid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0691","0,0","0,0"
mededingingsrecht,"0,0","0,0","0,034","0,131","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,2097"
medezeggenschapsraad,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
mediadienst,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0955","0,0","0,0","0,0","0,0","0,0"
mediawet,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mediawijsheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
medicaliseren,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meebetaalt,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
meebrengen,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
meedenken,"0,0","0,0","0,068","0,0983","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
meedenkende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meemaken,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
meepraten,"0,0","0,0","0,034","0,1638","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
meerderheid,"0,0","0,0","0,3058","0,0655","0,1534","0,2626","0,0","0,0955","0,0996","0,0","0,1381","0,0","0,0524"
meereizende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meergeneratiewoning,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
meerjarenfinanciering,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meerjarenplan,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meeroudergezag,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meerouderschap,"0,0","0,0","0,068","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
meerpersoonshuishoudens,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
meertalig,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meervoudig,"0,0","0,0","0,1359","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meervoudige,"0,0","0,0","0,1019","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0524"
meester,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meestijgen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0"
meet,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
meetbare,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meetrekken,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meld,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
melden,"0,0","0,0","0,1019","0,1965","0,1534","0,1313","0,0817","0,2387","0,0","0,0","0,0","0,4564","0,0524"
meldplicht,"0,0","0,0","0,034","0,131","0,1534","0,1313","0,0817","0,0","0,0","0,0","0,0345","0,0","0,1573"
meldpunt,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,1432","0,0","0,0","0,0691","0,0","0,0"
melkkoeien,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
melkprijs,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
melkproductie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
melkveehouderij,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
mengvorm,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
menigeen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meningsuiting,"0,0","0,0","0,068","0,0","0,3068","0,919","0,0817","0,1909","0,0","0,2505","0,0691","0,0","0,2097"
mensenhandelaren,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
mensenrechtenparagraaf,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
mensenrechtensituatie,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mensenrechtenverdragen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0955","0,0","0,0","0,0","0,0","0,0"
mensgerichte,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mensheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
mensonterend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0345","0,0","0,0"
menswaardig,"0,0","0,0","0,068","0,0983","0,1534","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
menswaardiger,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
menswaardigheid,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mentale,"0,0","0,0","0,1019","0,0983","0,0","0,2626","0,0","0,0477","0,0996","0,0","0,1036","0,0","0,1049"
mentoring,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mercosur,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
mestoverschot,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
mestregel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mestverwerking,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mestwetgeving,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
metalen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0996","0,0","0,0345","0,0","0,0"
meteen,"0,0","0,0","0,1699","0,131","0,0","0,1313","0,0","0,2387","0,1494","0,0","0,1036","0,0","0,1049"
meten,"0,0","0,0","0,034","0,0328","0,1534","0,1313","0,0817","0,0","0,0996","0,0","0,1036","0,0","0,0524"
methodiek,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
metrologie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
metroring,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meubel,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middeldure,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
middelgrote,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
middellandse,"0,0","0,0","0,068","0,0655","0,0","0,1313","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
middellange,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,2282","0,0"
middenhuur,"0,0","0,0","0,1019","0,0","0,3068","0,0","0,0","0,0","0,0","0,501","0,0","0,0","0,0"
middenklassen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middenstander,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migratiebeweging,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migratiedeal,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1573"
migratiekeet,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migratiepact,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
migratieroutes,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
migratiesaldo,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mijl,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mijnbouwactiviteiten,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
mijnen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieubeheer,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
milieubelasten,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieubelastende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieubelasting,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
milieudruk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
milieueffectrapportages,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieufederatie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieuprobleem,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieuproblemen,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
milieuschade,"0,0","0,0","0,034","0,1965","0,0","0,0","0,0817","0,0955","0,0498","0,0","0,0","0,0","0,0"
milieuvervuiling,"0,0","0,0","0,068","0,0655","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,6846","0,0"
militarisering,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
miljard,"0,0","0,0","0,4757","0,262","0,4603","1,7067","0,3267","0,4774","0,5478","2,7555","0,2072","0,6846","0,36700000000000005"
miljoenen,"0,0","0,0","0,068","0,0655","0,4603","0,2626","0,0","0,1432","0,3486","0,2505","0,1036","0,4564","0,0524"
miljoenennota,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
minderheid,"0,0","0,0","0,2039","0,0655","0,3068","0,0","0,0817","0,2387","0,0498","0,0","0,0691","0,0","0,1573"
minderheidsgroep,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
mindering,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
minderjarig,"0,0","0,0","0,1699","0,0655","0,0","0,0","0,0","0,0477","0,0","0,0","0,1381","0,0","0,0"
minderjarigen,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0996","0,0","0,0691","0,0","0,0"
mineralen,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
minimumbudget,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
minimumjeugdloon,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
minimumniveau,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
minimumnormen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
minimumprijs,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
minimumprijzen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
minimumtarief,"0,0","0,0","0,1699","0,0328","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,2282","0,0"
minimumtarieven,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0955","0,0","0,0","0,0","0,0","0,0"
minimumuurloon,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,1432","0,0","0,0","0,0345","0,0","0,0"
minisamenleving,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
minnelijk,"0,0","0,0","0,1019","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
minstens,"0,0","0,0","0,034","0,0655","0,0","0,2626","0,1633","0,2387","0,4482","0,0","0,0345","0,0","0,1049"
minuut,"0,0","0,0","0,068","0,0655","0,0","0,2626","0,0817","0,1432","0,0498","0,0","0,0","0,0","0,0524"
mirjam,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
misdaad,"0,0","0,0","0,034","0,131","0,3068","0,1313","0,3267","0,1909","0,0996","0,2505","0,1036","0,2282","0,2622"
misdaden,"0,0","0,0","0,034","0,0655","0,4603","0,0","0,0","0,0","0,0","0,2505","0,0","0,0","0,0"
misloop,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,2282","0,0"
missiegedreven,"0,0","0,0","0,068","0,0983","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
misvatting,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mld,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mobiliteit,"0,0","0,0","0,5777","0,131","0,7671","0,1313","0,0","0,3342","0,3486","1,002","0,2762","0,0","0,1049"
mobiliteitshubs,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mobiliteitsvormen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mobility,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
modaal,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,2282","0,0524"
modaliteit,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
moed,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,1992","0,0","0,0345","0,2282","0,0"
moeder,"0,0","0,0","0,1699","0,0983","0,0","0,0","0,0817","0,0","0,1992","0,0","0,3453","0,0","0,0"
moedig,"0,0","0,0","0,034","0,1965","0,0","0,0","0,0817","0,0477","0,0498","0,0","0,0345","0,0","0,0"
moeilijkheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
moeras,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
moerasse,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mogendheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,2505","0,0345","0,0","0,1573"
molukker,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
monarchie,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,2282","0,0"
mondkap,"0,0","0,0","0,034","0,0","0,0","0,0","0,1633","0,0","0,0","0,0","0,0","0,0","0,0524"
monitor,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
monitoring,"0,0","0,0","0,068","0,0","0,3068","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
monitoringsmechanisme,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
monoculturen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0"
monumentaal,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
motiveren,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
muilwijk,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
multidisciplinair,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
multidisciplinaire,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
multilateraal,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,1432","0,0","0,0","0,0","0,0","0,0"
multinationale,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
multiprobleemgezin,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
munt,"0,0","0,0","0,1359","0,0","0,0","0,3939","0,0","0,0","0,0","0,0","0,0345","0,2282","0,0"
muntunie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0"
myanmar,"0,0","0,0","0,034","0,0","0,4603","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mét,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,2505","0,0345","0,0","0,0"
naarmate,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,1049"
naartoe,"0,0","0,0","0,1359","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
naastenliefde,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nabestaand,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nabestaande,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,2762","0,0","0,0524"
nabestaandenuitkering,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nabij,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
nachttreinen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nachtvluchten,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,0","0,0"
nadel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nader,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
naderen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nagedacht,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
nageslacht,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
nakijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
nakomen,"0,0","0,0","0,1019","0,0328","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0691","0,0","0,1573"
naleven,"0,0","0,0","0,1019","0,0655","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,0"
naleving,"0,0","0,0","0,1359","0,0655","0,0","0,0","0,1633","0,0955","0,1992","0,0","0,1381","0,0","0,0524"
nanotechnologie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
naoorlogs,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
nasleep,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
nastreven,"0,0","0,0","0,034","0,0983","0,0","0,2626","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
natie,"0,0","0,0","0,034","0,0","0,1534","0,1313","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
natter,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
naturalisatie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurbeheerder,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurbeleid,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0345","0,0","0,1049"
natuurherstel,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0996","0,0","0,0345","0,0","0,0"
natuuriconen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurlijks,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurnetwerk,"0,0","0,0","0,1019","0,0655","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,1049"
natuurontwikkeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0","0,0","0,0"
natuurorganisatien,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
natuurramp,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurrijkdom,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurterreinen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurverschijnsel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
nauwlettend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
navolg,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
navolging,"0,0","0,0","0,068","0,0328","0,1534","0,0","0,0817","0,0955","0,0","0,0","0,0","0,0","0,0"
nazorg,"0,0","0,0","0,1359","0,131","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
nederlandsche,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nederzettingenbeleid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neelis,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neerhaal,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,0","0,0"
neerslag,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neerwaarts,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0345","0,0","0,0"
neoliberaal,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,2282","0,0"
netcapaciteit,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
netto,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
netwerkbedrijven,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neus,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0691","0,0","0,0"
niek,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nieuwbouwsubsidies,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nieuwvorming,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nijpend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
niveaus,"0,0","0,0","0,1359","0,0983","0,1534","0,0","0,0","0,0955","0,0498","0,0","0,0","0,0","0,0524"
nlr,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
no,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
noodcapaciteit,"0,0","0,0","0,068","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noodgedwongen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0817","0,0955","0,0","0,0","0,0","0,0","0,0524"
noodrem,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
noodsituatie,"0,0","0,0","0,034","0,0655","0,0","0,3939","0,0","0,0477","0,0","0,0","0,1726","0,0","0,0"
noopt,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noord,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0817","0,0477","0,0","0,0","0,0345","0,0","0,0524"
noordanus,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noordtak,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noordzeekanaalgebied,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noorwegen,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,2505","0,0","0,0","0,0"
noorzeekanaalgebied,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nordic,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
